Genus	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL7	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL8	SMPL9
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	13	0	4	1	0	0	1	0	0	0	10	5	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group	118	10	0	0	0	0	0	13	151	0	13	0	0	0	1	0	0	0	0	0	45	0	28	16	0	0	507	65	135	0	3	46	81	0	0	4	0	0	280	66	256	0	8	0	51	0	1	11	0	15	0	0	0	35	0	56	0	48	133	854	214	76	662	127	31	61	268	5	153	309	143	426	60	44	6
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII UCG-001	1	6	0	0	0	0	0	40	1	0	3	0	0	0	0	0	0	0	0	0	127	11	13	49	0	0	48	21	145	0	31	23	68	0	0	4	0	0	13	35	160	0	8	0	59	0	0	7	0	22	0	0	0	9	0	17	0	24	106	43	106	80	123	64	11	24	55	0	2	73	25	407	20	21	19
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Mogibacterium	0	0	0	0	0	0	2	0	201	0	0	0	3	0	0	0	0	0	0	0	56	0	0	94	0	0	0	0	260	0	0	4	0	0	0	321	0	0	47	0	39	0	0	0	28	0	0	43	0	0	0	0	0	0	2	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;S5-A14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group	0	0	0	0	0	0	0	33	29	0	3	0	0	0	0	0	0	0	0	0	45	0	6	0	0	109	2	165	0	28	0	87	0	0	0	0	0	0	13	31	1	0	30	0	0	0	0	0	0	8	3	0	3	77	0	12	0	52	28	0	0	0	9	10	3	0	22	3	7	73	2	8	0	0	6
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group	0	0	0	0	0	0	0	0	0	0	54	0	1	0	0	0	0	0	0	0	7	0	10	0	0	33	2	1	0	24	0	25	1	0	0	0	0	0	26	14	0	0	4	0	0	0	13	0	0	1	2	0	0	8	1	2	0	20	23	9	41	0	7	5	12	4	17	0	0	32	11	20	4	2	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus	0	0	0	609	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	1	56	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	1	2	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	6	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	13	0	1	0	35	0	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0	2	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	3	0	0	45	0	0	0	87	2	0	0	0	0	0	4	0	0	0	2	0	0	0	0	5	0	98	5	0	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus	0	0	0	1650	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	31	0	0	43	0	18	0	425	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	0	1	0	3	0	0	0	0	1	6	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;?	700	0	0	242	1	0	20	3282	0	0	10	0	9187	1	0	0	0	126	0	2	202	28	71	610	1	62	0	0	34	95	1	2093	30	26	246	0	1	5	392	1657	8007	0	1242	1183	0	27	40	1	1	1309	4027	0	3	225	7614	987	5002	461	917	2378	255	6	1906	194	106	2184	3722	0	665	693	58	145	355	159	28
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus	1	0	0	0	0	0	335	3	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	3	40	13	0	0	0	2	0	0	0	139	0	0	2	1036	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	45	57	3	0	2	0	0	13	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia	44	0	0	0	0	0	0	104	0	0	1	0	530	0	0	0	0	5	0	0	10	1	5	34	0	4	0	0	3	3	2	56	3	0	2	0	0	0	18	20	272	0	21	31	0	0	2	0	0	13	100	0	0	5	154	20	231	3	63	53	14	0	11	1	13	18	75	0	5	23	2	4	1	2	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter	2	0	0	0	0	0	2	1	0	0	0	0	23	0	0	0	0	22	0	0	7	0	13	2	0	2	0	0	14	0	0	1	0	10	4	0	0	0	0	31	51	0	0	14	0	0	0	0	0	2	238	0	0	1	27	11	130	2	22	5	0	0	88	0	20	1	6	1	10	3	0	1	2	3	0
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;?	155	12	0	0	3	149	0	53	0	0	10	0	21	0	61	3	0	0	0	16	14	5	1	107	0	2	0	7	6	0	0	11	0	3	0	0	0	0	6	0	17	0	1	7	4	64	0	3	9	4	6	3	13	0	1	2	11	3	2	2	46	11	4	4	10	7	12	15	4	1	0	13	2	35	77
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium	1	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	8
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;[Eubacterium]	128	11	0	0	28	86	24	13	4	0	3	0	41	0	11	0	0	0	0	7	1	4	5	48	0	2	1	0	1	12	5	2	2	0	0	0	0	5	1	6	15	0	0	15	2	48	0	2	7	41	17	0	0	2	18	1	13	0	3	0	27	8	3	1	1	0	6	10	3	0	1	5	0	2	38
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;Incertae Sedis;DTU014;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	105	6	0	0	22	32	0	2	0	0	0	8	26	14	0	0	0
Bacteria;Firmicutes;Negativicutes;?;?;?	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3052	719	0	0	0	0	19	25	0	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0	5	0	188	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1334	0	0	0	2237	0	0	0	693	94	436	0	1180	76	1151	0	0	2298	0	0	0	31	1	0	0	2	0	0	0	1570	1	1612	3733	0	0	283	0	1043	0	0	179	1602	0	1389	81	0	2565	79	1439	2562	834	0	2699	43	0	4197	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	4	17	0	0	1	0	0	1	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister	92	21	0	0	0	7	348	20	0	0	21	0	134	0	3	0	0	0	0	19	2	1	0	101	0	12	2	0	2	2	0	0	0	0	0	4	0	0	0	4	11	0	9	0	1	97	0	14	1	3	27	1	39	1	22	2	12	10	5	0	18	1	5	0	1	1	4	16	16	1	0	22	4	6	16
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas	33	15	0	0	0	46	2	8	0	0	14	0	2	0	13	0	0	0	0	20	1	26	0	70	0	1	0	11	1	0	7	11	0	22	0	1	0	2	8	4	4	0	3	0	1	52	1	1	12	15	0	17	22	7	7	7	2	1	1	1	25	5	3	1	0	5	16	54	8	36	3	8	3	7	42
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Megamonas	36	28	0	0	19	24	60	20	176	0	13	0	11	0	3	93	0	0	28	1	4	5	3	43	0	0	4	4	10	2	1	6	0	92132	0	5	0	29	3	0	8	0	0	16	3	22	2	1	5	3577	4	0	20	1	0	7	44	2	2	11	5	5	0	11	4	1	3	23	4	7711	3	6	0	10	19
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7243	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	1728	561	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;?	101	27	0	0	1	0	11381	0	203	0	3	0	263	0	79	4	0	24	31	0	6	0	0	19	0	0	0	0	1	6	0	0	0	15	1	0	0	0	1	0	0	0	2	25	0	1	4	0	0	0	28	0	0	0	15	5	437	0	0	0	5	7	0	0	0	0	0	0	0	0	1	0	3	3	1
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Allisonella	0	6	0	3038	375	168	0	48	840	0	18	0	0	0	0	0	0	0	398	0	0	0	0	83	0	15	0	0	11	0	21	0	32	595	0	0	0	0	18	0	21	0	0	0	0	21	0	0	0	0	0	379	0	164	2	0	0	160	0	0	51	0	0	10	7	56	0	0	613	0	18	7	11	0	88
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister	0	153	0	235	0	0	0	363	5287	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7399	0	0	0	0	0	0	0	2	0	0	0	0	0	425	1819	0	0	0	2679	0	1	0	1	0	0	0	0	0	0	6	0	2919	1	0	4886	2	0	1	0	1	2	0	0	1	179	4939	1508	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera	0	5	0	0	0	0	0	0	65	0	0	0	28	0	0	1	0	0	30912	0	1	0	0	561	67	0	0	0	2	0	62	0	1	24024	0	30	0	3	1	0	41	0	0	26	0	0	34	0	0	1	0	0	0	0	4	0	2	0	13	29	2	0	0	0	0	0	3	0	0	94	0	295	0	0	1
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Negativicoccus	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella	5	7	0	0	3	0	21	0	0	1	1	0	247	0	8	0	5	30	108	0	0	0	0	12	0	0	1	0	2	0	0	0	12	0	1	0	0	28	0	0	0	0	0	1280	0	0	951	0	2	8	3	0	63	0	3	0	798	1	2	2	2	0	3	7	0	0	0	0	5	0	0	1	2	3	0
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	2	0	0	0	0	1	3	1	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;?;?	0	3	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	138	1	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	0	0	0	0	0	0	16	1	16	0	0	0	5	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	562	2	1	2	0	0	3	0	0	0	1	0	0	0	0	0	1	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	44	15	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;?;?	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;?;?;?	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Blfdi19;uncultured delta proteobacterium;?	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Berkelbacteria;?;?;?	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;?;?	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;?;?	0	0	2	0	1	0	0	1	0	0	0	0	11	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus Saccharimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7x	0	0	4	0	1	4	0	3	4	2	7	0	2	2	8	13	0	0	0	1	0	0	1	0	0	0	1	2	0	1	0	20	1	2	16	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	2	0	8	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0
Bacteria;Proteobacteria;?;?;?;?	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;?;?;?	0	0	0	5	0	0	0	0	328	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;?;?	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;URHD0088;?	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;?;?	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;?	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;?;?	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;?;?	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;?	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;metagenome	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
